,summary,title,text
67,"look at how the popular kid acts around your crush . think of some qualities that you have that the popular kid doesnt have . try being a little bit like the popular kid . befriend them . spend time with your crush . text your crush . when youre ready , ask them out .",how to get your crush to choose you over a popular kid,"do they seem to like your crush have you caught them looking at your crush often even briefly how often have you seen the popular guy or girl talking to your crush if they seem to like your crush , then you will have to work even harder , especially if your crush seems to be liking the popular kid back . are you shy but theyre outgoing you may see shyness as a disability , but shyness can have a cuteness to it that an outgoing personality just doesnt have . embrace and bring out the cuter part of your shyness by blushing and doing other cute things that shy girlsboys usually do naturally . if its vice versa , then be bold , strike up conversation and dont be afraid to lightly tease the guygirl you like . are you usually rebellious but the popular kid is usually more mild let the rebel in you show as rebel girlsguys can be hot and fun . show them your wild side appropriately mind you by not being afraid to dance and have fun at parties and ignoring the popular kids if they try to insult you or , even better , coming up with a sassy , clever comeback to say to them . if its vice versa , then try to show him the sweetness of a mild , more simple personality by doing nice little things for him like being there for him when hes upset and befriending him . basically , use whatever qualities you have against the popular kid in your flirting . this basically means trying to incorporate their personality into your personality . if youre a rebel and the other person is mild , try toning down your wild side and being a little less intimidating and reckless and looking before you leap . however , dont kill the rebel in you either and remember the last step if the other person is more of a rebel than you , then try being a little more rebellious yourself by being less afraid of risking embarrassed and being able to laugh embarrassment off , taking a few risks as long as they dont endanger your life and arent too extreme , and standing up for yourself and others boldly . just remember to still be mild and simple , yet interesting . if youre a shy guygirl , try being a little more outgoing and making some small talk with your crush , even if it is sprinkled with shyness . you could also flirt a bit more boldly by catching their eye and winking , but then blushing and turning away shyly or teasing them lightly but then acting a little embarrassed and laughing a little to add some of your shy style to your flirting technique . if youre more of the outgoing , bold type , be a little bit shy as well . if youre an outgoing girl , try shyly playing with your hair , giggling , or biting your lip . if youre an outgoing guy , try looking away from them a little more quickly if they look at you and even laughing nervously sometimes . just make sure that you still talk to your dream guygirl often and stay bold . most of the time popular girls wont befriend their crushes theyll just flirt however , popular guys will usually befriend them so this method might not work as well for the guys . however , it cant hurt to be a friend to your crush either way . this can help your crush to feel closer to you and less intimidated by your attempts at flirting andor breaking the touch barrier . this can also possibly make them more open to hugs and such . this can usually be a point where you have an advantage over a popular kid because since they are so popular and they have a lot of attention , they dont have much time to just hang out with their love interest and are busy with other people as well . this doesnt call for being clingy and never leaving your crush alone , but it does call for being there for your crush when they need it and just spending time getting to know your crush . heshe will really appreciate it and it may make them think all the more about you . if youre worried that your crush will be uneasy with spending time with you , become their friend see last step or just happen to end up sitting with them in class or at lunch . dont do it non - stop or youll appear creepy and itll seem like youre stalking them . just a simple hey . hows it going and a smiley face will do . just say something like , hey , can i ask you something then say , i was wondering if we could go out sometime . if they dont answer , say something like , you can get back to me on it if youd like , okay if they decline the offer , say thats fine . lets just keep being friends then , if thats alright . stay calm and cool and dont stay as casual as possibly ."
68,wear a unique outfit . be physically attractive . research body language tricks . be confident .,how to get your crush to be your friend 1,"this will help distinguish you from the crowd , as well as show your crush that you have a cool sense of fashion . it may impress them and perhaps even be the opening for a conversation . be sure that your clothes complement your body type and that your colors match . although you dont have to wear expensive clothing , make sure that you have ones of good quality . its important to seem as appealing as possible so that your crush may take an interest in you . take care of your personal hygiene , such as showering , brushing your teeth , and washing your face to get rid of grime . add a subtle but pleasant scent by using deodorant , cologne , or body spray . be sure that your hair is styled neatly , but make sure that you dont add too much product otherwise , itll weigh your hair down and give it a false or grimy appearance . be sure to adjust your body so that you appear open and inviting . make sure that youre not positioned in a manner that may seem closed off or discourage your crush from talking to you ex arms crossed . you could also show some subconscious indications that youre interested in your crush . confidence can completely change a persons appearance and help them seem more attractive . it shows that youre proud of who you are and that you arent afraid to be unique . although you should avoid being cocky , be sure that you give off a confident , cheerful air ."
69,tell your trusted friends about your crush . talk with your friends about your crushs interests . form friendships with your crushs friends .,how to get your crush to be your friend 2,"they may be able to give you advice on how to approach your crush , as well as help you make plans . although you shouldnt completely accept their words , its nice to have some people that you can rely on . if you spot your crush nearby , talk with your friends about a topic that your crush may like . for instance , if theyre obsessed with lacrosse and your friend happens to play the sport , ask your friend some questions about it . your crush might jump into the conversation . if youre focusing on subjects that youre unfamiliar with , be sure to do your research beforehand so that you have the right facts . itll not only help you gain information about your crush but also show that you can get along with people . however , its recommended that you form authentic relationships so that you dont appear fake . otherwise , people might feel that you manipulated them for your own benefit . avoid simply using them . treat them as if theyre your friends , and they might invite you to hang out with them ."
70,sit next to your crush . initiate conversations with your crush . start conversations with school - related topics . be kind to your crush . greet them . connect on social media . flirt . understand that your crush is human .,how to get your crush to be your friend 3,"it not only captures their attention but also makes it easier for you to start a conversation . you may also have a higher chance of being paired up together , and you can discuss assignments and tests with them . youll also be able to comment on what they say without looking weird . there are a variety of different topics that you can talk about , but you can mostly focus on the ones that your crush is interested in . try to come up with a new subject every time you talk to them . that way , theyll see you as an interesting , fun person and perhaps look forward to your conversations . you could also try asking them for help with a task , even if you dont need assistance . as long as its believable , it should work as long as you dont do this too frequently . however , be sure that you show that youre intelligent . for instance , if youre a math whiz , dont ask your crush questions related to math . you could also your crush about an assignment , which may open the way up to other subjects . even if youre not in the same class , ask your crush about their lessons or what homework they have . however , be sure to talk about other topics so that you dont exhaust the current one . in order to show them that you care , lend them pencils , paper , or any other supplies that they may need . allow them to cry on your shoulder if something bad happens to them , and show them that you are a kind person . be sure that you dont overdo it otherwise , they may take advantage of your generosity . a simple hello might lead to a conversation . even if you dont have time to talk to them , quickly greet them to show that youre thinking of them . it may also grab their attention and cause them to think of you . add your crush to facebook or other social networks youre both on . this is especially recommended if you both have mutual friends . this can lead the way to conversations outside of school , and you may be invited to events . now that youre talking to your crush , subtly flirt with them . this will help you get a sense of how interested they are in you , and youll also show that youre attracted to them . if you get a positive response , continue flirting a bit and slowly increase it . however , if you feel that they arent interested , tone it down a bit . although you may be attracted to them , you need to focus on your own life . they are just a person , and if they dont show interest , move on . no person is worth that much effort ."
71,"soak a sponge in a bucket of warm water . wring out the sponge till damp and wipe your saddle and tackthis opens the pores of the leather in the saddle to thoroughly clean and condition your tack when saddleleather soap is applied . rub the sponge onto some saddle soap to get it nice and sudsy .  work in the soap into the leather from top to bottom , underneath and everywhere in - between . this may take some elbow grease and you might get a sore hand but the finished result is a nice supple saddle fit for a show .  use a dry rag to wipe all the suds off the saddle .  still some hard pressed dirt in there , since youre already covered in suds and want your saddle to look brand new , why not shine it up a bit . you can usually wipe all non - leather parts of a saddle with a damp cloth , or sometimes use a carpet cleaner .",how to clean a saddle,"  , a toothbrush should do just the trick . get the bristles sudsy and get all the cracks and crevasses . yes , this job may have been time consuming and work , but a simple cleaning with some saddle soap and a sponge , even just once a month , can make all the difference . a saddle shine and conditioner will make the leather supple , and look like it did when you bought it . "
72,stabilize your saddle . dust your saddle . prepare a lather . soap your saddle . rinse the saddle . dry your saddle . condition the smooth leather . condition any rawhide areas . remove excess conditioner . decide if it is time to clean your saddle . check with the manufacturer . gather your supplies .,how to clean an english leather saddle,"put your saddle on a sawhorse , saddle rack , or something similar to hold it up while you clean it . this keeps your saddle stable and easy to adjust while you clean . once your saddle is stable , remove any add - ons such as stirrups . these should be cleaned separately . getting loose dirt off before wetting your saddle makes the rest of the cleaning faster and easier . use a dry cloth to remove any loose dirt and dust before wetting your saddle . avoid grinding dirt into the saddle while dusting . use a gentle hand to swipe over the surface of the saddle . be sure to use a clean cloth or soft - bristled saddle brush with nothing on it . dip a double - sided kitchen sponge into a bucket of warm water . gently wring it out and lather it up with saddle soap . be sure the sponge is damp enough to create your lather , but not dripping wet . excess water may cause the leather to dry slowly and could lead to warping or distortion . you can also use a loofah glove to apply and lather the saddle soap . loofah gloves make cleaning stirrups and reins easier . place the soaped sponge on the saddle and rub vigorously in small circular motions . cover the entire smooth leather surface of the saddle , including the underside and beneath flaps . avoid suede , specialty leathers , or rough areas of the saddle . rinse out your sponge and re - lather it with soap any time the sponge starts to dry or becomes too dirty . use a clean , damp sponge or a damp towel to wipe off any excess soap . rinse the sponge or towel and repeat until all soap residue is gone . pay close attention to folds and seams on your saddle . use a toothbrush or cotton swab to remove soap residue from tight areas . use a dry towel to wipe away any excess water . then , allow your saddle to dry naturally before conditioning . keep your saddle out of direct sunlight while it drys , and do not apply any direct heat such as a blow dryer . let your saddle dry most of the way before conditioning , but try to condition before it is completely dry . you do not want your saddle to feel moist when you condition , but it should still be cool to the touch . use a soft towel to apply a light layer of conditioner or oil over the entirety of the saddle . allow the conditioner to absorb into the saddle for one hour . use a purpose - made leather conditioning cream or neatsfoot oil to condition the saddle . avoid products that are petroleum - based , as they could dry out the leather . re - apply oil or cream to your towel as necessary to ensure even coverage . uneven coverage may cause discoloration . if your saddle has any rawhide elements , condition them separately . use a conditioning cream meant especially for rawhide . if you are unsure of what conditioner to use on each part of your saddle , its best to ask someone at your barn or the tack store . using the wrong conditioner can cause your saddle to dry out or become deteriorated , distorted , or discolored . use a soft , dry towel to remove any excess oil or cream . then , buff your saddle with a smooth cloth to give it a nice finish . once your saddle has been buffed , it is clean and ready for use . how often you need to clean your saddle will depend on how often you ride , as well as the type of riding you do . make sure your saddle is getting cleaned regularly , but not so much that it dries out or damages the leather . if you ride daily , you may need to clean your saddle every two to three months . if you ride once a week or less , your saddle may only require cleaning twice a year . if you ride in environments where the saddle is frequently exposed to dirt , mud , salt , or sweat , you will want to clean your saddle whenever it gets noticeably dirty or starts to feel brittle . if you are about to store your saddle for a long stretch , such as a full season , clean and condition it before you store . every leather is a little different , and saddles differ from maker to maker . that is why it is a good idea to check with your saddles manufacturer to see what they recommend for your particular saddle . check any printed materials that your manufacturer may have provided to look for recommended products , as well as products that might damage the leather . if you are unsure about a product , call the manufacturer directly to ask , will this damage your leather saddles your saddle should be conditioned soon after it is cleaned . make sure you have everything you need to fully clean and moisturize your saddle . you will need a bucket of water towels sponges a bristle brush saddle soap leather cleaner leather conditioner or neatsfoot oil"
73,read the manufacturers directions . avoid lye heavy products . make your own saddle soap .,how to use saddle soap 1,"saddle soap can be used to clean horse tack and other leather products such as shoes and boots . however , saddle soap should not be used on every leather - based product . there are a variety of different types of leather used in products . different types require different cleaners and the only way to know whether saddle soap is okay is to consult the manufacturers directions . if you dont have the directions handy , you can google the product name and find information online about cleaning and care . if you see any warnings about saddle soap , it might be better to go with a different cleaner . lye is a highly caustic compound found in many commercial brands of saddle soap . if lye is listed as a primary ingredient on the brand of saddle soap youve selected , you might want to ditch that product and look for an alternative brand . lyes caustic nature mean its particularly hard on leather products . it absorbs moisture quickly , which can dry out leather causing it to crack , split , and otherwise deteriorate faster . saddle soap made with lye also has a high ph level , which causes leather to harden and darken . it can be difficult to get lye - heavy saddle soap out of cracks and crevices if youre cleaning tack , resulting in a crusty white residue . opt for making your own saddle soap or try to buy homemade saddle soap from a local farmers market . while such products do use lye , they tend to use it in reasonable amounts that will cause minimal damage to leather . you can make inexpensive saddle soap in your own kitchen . this might be a better option than buying commercial saddle soap , as the products used can be harmful to leather . use protective gloves throughout the cooking process . youll be handling lye , which is a pretty heavy - duty material . you want to make sure you avoid burning your skin . use an apron to cook , as lye should not come into contact with clothes you wear regularly . get your ingredients . youll need two pots , made of stainless steel or heat - resistant glass , a stainless steel spoon , and some kind of jars or boxes to store the concoction . you will also need beeswax , pure flake lye , castile soap shavings , water , and pure gum turpentine . these products can be purchased at grocery stores , hardware stores , and health food stores . in one pot , combine 6 . 25 parts beeswax , 10 parts pure flake lye , and 10 parts water . boil the mixture for 5 minutes , stirring constantly . get the second pot . melt together 2 parts castile shavings and 10 parts water . once the soap liquifies , add it to the first mixture . move the pot away from heat and add 15 parts turpentine . pour the mixture into containers , cover , and store the saddle soap in a cool and dry part of your home . the soap does not have a shelf life , so you can wait as long as you want to use it . when you finish , clean your kitchen thoroughly . keep your protective gloves on during this time . lye can be harmful if ingested , so you want to make sure your kitchen is clear of lye before you begin cooking and eating again ."
74,prepare your tack for cleaning . clean the saddle . finnish up cleaning .,how to use saddle soap 2,"before you begin cleaning bridles and saddles , you need to get them ready . undo any buckles on the tack and remove steel components , like those found in stirrups and bits . you do not want to get soap , saddle or otherwise , on the bit especially . saddle soap can be harmful to your horse if ingested . dip a soft cloth in warm water . wring out the cloth until it is damp but not wet and wipe the saddle off . allow it to dry completely before beginning the cleaning process . this opens the pores of the leather for a deeper clean . it can also prevent the leather darkening associated with saddle soap use . after your saddle has dried , you can begin the process of cleaning it with saddle soap . use a sponge thats been soaked in warm water . do not use hot water , as this can damage the saddle . aim for lukewarm . apply a small amount of saddle soap to the sponge . scrub down the saddle , scrubbing in a circular motion . if your saddle has a lot of hard - to - reach places , use a toothbrush in addition to your sponge . using a clean and dry cloth , wipe the soap residue from the saddle . make sure you get all the soap off , as you do not want white , crusty residue to surface after the saddle dries . once youre saddle has dried after the application of saddle soap , there are a few more steps to the cleaning process . to condition the leather and keep it moist and shiny , invest in a high quality leather conditioner . neatsfoot oil is a good option . however , use oil sparingly as it can seep into padding under the saddle and cause damage . consult the directions on the bottle before application to get a sense of how much you should use . metal parts of the saddle , like stirrups , should not be washed with saddle soap . instead , use warm water and dish soap ."
75,avoid saddle soap on certain shoes . protect your boots for the winter months . clean your shoes with saddle soap .,how to use saddle soap 3,"while saddle soap can be great on many leather shoes , it can be harmful to some . cordovan shoes should not be shined or washed using saddle soap . if youre uncertain about using saddle shoes on your footwear , consult the manufacturers instructions . snow , water , and salt can cause significant damage to leather . saddle soap can be used as a protective agent on leather boots . if youve recently worn your boots , youll need to let them dry before using saddle soap . do not attempt to dry your boots by setting them next to a heater . this can cause damage . wait for the boots to dry . this should take about an hour . using a damp cloth , remove any dirt or debris on the boots . take a wet cloth and rub it in saddle soap until it begins to lather . you do not want to rub saddle soap onto your boots until it lathers , so add more water if the soap remains as is . rub the lather all over one boot . while that boot dries , rub down the other . once the lather is dry , wipe off both boots using a damp cloth . repeat this process frequently to keep the boots protected , especially if youre using them during a harsh winter . saddle soap can be used to shine leather shoes . applying a small amount to a wet cloth can leave shoes glistening and clean . change into old clothes and lay out old newspapers or magazines on the floor . using a wet cloth containing saddle soap , wipe all the dust and dirt off of the shoe . pay special attention to areas like the heel and sole . if you intend on shining your shoes , let them dry for 5 minutes before beginning the shining process ."
76,approach the horse from the front . loosely coil the lead rope in one hand . grasp the halter . gently take up the slack .,how to put a lead rope on a horse 1,"always approach the horse from the front and slightly to one side , where the horse can see you coming . stand next to the horses head , facing the same direction as the animal . if the horse turns away , click your tongue until the horse faces you . you may convince it to turn around with a food reward instead , if the horse is trained and gentle . whenever youre near a horse , always move in calm , easy motions . move your hands up slowly to take the rope , then coil it loosely in one hand . reach up to the horses face and hold the halter at the bottom of the noseband , near the middle ring . confirm that the halter is securely fastened . never hook your finger through the halter , or the rings . if the horse pulls away abruptly , you could injure your hand . if the horse is not wearing a halter , skip down to the section below . let go of the halter and take up most of the slack in the rope , so the horse knows youve attached it . avoid pulling hard or holding the rope too close to the horse , as this may cause an inexperienced horse to panic . a very skittish horse may even rear if you pull down or forward on the rope . a trained horse should yield to pressure on the lead rope , and move forward . a green horse may pull back . if the horse pulls back or backs up , follow it . dont get into a tug - of - war . the horse will win ."
77,"groom your horse . check your gear . set the saddle pad on your horse . grab the cinches , straps , and stirrups . lift the saddle onto your horse . lower the cinches and stirrups . make the horse put his front hoof forward to avoid causing sores in the girth area on your horse where there are wrinkles in the horses skin . tighten the back cinch . attach the breast collar if you use one . pull out any skin that may have gotten trapped under the cinches . untie your horse . remember to mount from your horses left side .",how to saddle a horse western,"before you strap a saddle on your horse , its important to ensure that your horses hair is clean , and that he does not have any sores on his skin . use a curry comb to detangle dirt , mud , and any other debris that might be matted in your horses hair . do not use the curry comb over any bony parts of the horses body , as these may be more sensitive and could be injured by aggressive combing . do not curry comb the neck and face . use a stiff - bristled body brush , also called the dandy brush , to continue dislodging hard - to - remove debris and remove the debris youve already dislodged . you can use this brush on the neck , chest , and legs . use a soft brush to gently flick away the debris removed by the curry comb and the body brush . use this brush to do the face and legs . finish things off by gently wiping down your horses face and body with a clean grooming cloth . inspect the saddle and pad for any foreign objects that could cause irritation to your horse . its important to position the saddle pad properly , as this will be the barrier between your saddle and the horses skin . put the saddle pad on the withers shoulders , slightly forward of where you want it to end up . the saddling process will inevitably drag the saddle pad back , so starting slightly forward should allow the saddle and pad to end up where you want them . never slide the saddle pad forward on your horses back for you will cause the hair to go against the grain and make it uncomfortable for the horse . lift the saddle in such a way that none of these attachments will get caught under the saddle . if you have a hard time lifting the saddle , you may need to request assistance during this step . stand next to your horses left shoulder . keep your feet shoulder - width apart , with your left foot near the horses left hoof and your right foot slightly behind your left . swing your torso and hoist the saddle up , so that your right arm ends up draped across the horses back . this should land the saddle right on the saddle pad , on your horses back . allow them to hang down across your horse . snug the front cinch also called a girth . this should be done on your horses left side , and should snug your saddle into place . its important to keep the back cinch tight , as this will keep the saddle from lifting up during riding . some saddles do not have a back cinch . despite what the picture depicts , please assure that the girth is hooked on before you start with the other cinches , there are a number of different types of breast plate , and each one will require different assembly instructions . ensure that the breast collars center cinch strip is aligned with the center of your horses stomach . thread the latigo from the left side through the ring on the end of the cinch and d ring twice . pull tightly , then thread the latigo around the back of the d ring to the left , around front then back through . the end should then come through the middle of the d ring , and thread down behind the loop made like tying a tie , pulling tightly again . one way of doing this is by gently bending your horses front two legs at the knees , stretching out the belly and freeing any flesh that may have been caught in the cinches . be sure that your saddle is properly attached before you untie your horse . most horses are accustomed to being mounted from the left , and may become frightened if you attempt to mount from the right . before mounting , always check the tightness of the cinch or girth ."
78,clip the lead rope to the halter . stand on the left side of the horses head . loop the lead rope around the horses neck . open the halter . slide the halter over the nose of the horse . adjust the halter .,how to put a lead rope on a horse 2,"clip the end of the lead rope the middle bottom rung on the halter . approach the horse from the front , making sure it can see you . stand on the left side of the head , since this is where the halter will buckle . face the same direction as the horse . place the loose lead rope high up on the horses neck , just behind the draw . pull the other end down under the neck so you can hold the loop closed in your right fist . this will keep the horse in place . hold the halter by the side ring on the noseband closer to you . open the top halter buckle . let go of the lead rope , and use that hand to reach under the jaw and put the back of the halter over the neck , behind the ears . buckle the halter snug , but not tight . the end of the lead rope should still be over the horses neck . reward the horse with a pat or a nice scratch , so it associates haltering with a reward . to keep the lead rope from falling down , you may place it over your arm . never loop it around your neck , or around your arm , or the horse could injure you when it moves . if the horse is tall , you may need to flip the halter up above the neck . check that the halter is secure and comfortable . there should be at least two fingers of space between the noseband and the horse ."
79,bring the horse to a round corral . let the horse investigate the rope . soothe an agitated horse . repeat the attachment many times . try again with a short rope .,how to put a lead rope on a horse 3,"if the horse is inexperienced or untrained , its best to attach the lead rope in a round corral . this is an easy space to handle the horse where it still has some room to walk away . if the horse is not used to ropes , let the animal sniff and investigate it first . it may help to rub the rope against your body , demonstrating that it is not harmful . let the horse chew on the rope , and rub it gently against its nose . praise the horse when it relaxes . if the horse doesnt calm down , raise your arms and calmly shoo it away . once the horse calms down and starts chewing or dips its head , turn your body and invite it to approach . repeat the exercise with the rope until the horse calms down . if the horse presses its ears back or tries to back away , calmly stroke the horse and speak in gentle tones . be gentle and patient until the horse relaxes and lets you put on the halter or clip on the rope . always convince the horse to cooperate instead of forcing the halter on youre never going to win a contest of strength with a horse . if the horse is not fully relaxed after youve clipped on the rope , unhook it again and let the horse move away . call it back to you , quickly snap the rope on again , and praise the horse if it stays calm . repeat until the horse accepts the rope without pulling away . do not chase after the horse in this situation . its easier to develop trust if the horse comes to you . if the horse will still not relax during this process , try attaching a very short rope instead , that the horse cant step on while grazing . let the horse walk away with this short rope attached , then once theyve calmed down , remove the rope and let the horse walk off . repeat until the horse is no longer scared of ropes ."
80,"note that saddling normally mainly takes place on the left side of the horse . have the saddle pad and saddle ready . place the saddle pad on the horses back so that the straps on the side are inline with the back of the horses shoulder . check from the front of the horse that the saddle pad is even on both sides of the horse . gently lay the saddle on top of the saddle pad evenly . get the girth and feed the non stretchy side through the straps on the right side of the horse and attach it to the first billet hole . on the other side of the horse , pick up the girth and attach it to the first billet hole on that side as well . check and make sure the girth is not pinching the horse anywhere . adjust your stirrups to the right length before riding .",how to put a saddle on 1,"it is also known as the horses blind side . the horse doesnt kick mostly when you stand on the left side for saddling or patting a new horse . whether it be on a saddle stand or a nearby fence , have it ready to be put straight on the horse so you do not have to make the horse wait any longer than necessary . also make sure the top of the saddle pad is covering the horses withers . note when saddling a horse english style , there may be two saddle pads . put on the first one , and then the second . you dont want more saddle pad on one side than the other , the front of the saddle should be about 2 12 inches away from the front of the saddle pad . make sure that the saddle in even on both sides of the horse and not lopsided . if you are unfamiliar with the saddle , the billet straps are what the girth attaches to and they are located under the flaps on the side of the saddle . tighten accordingly making sure you can fit your hand above the girth . do not tighten the girth too quickly because this tends to lead to a horse learning how to bloat himself to make the girth loose when being saddled ."
81,"tie up the horse . move the reins up to the horses poll . undo the curb chain , if the bridle has one , by unhooking it from the left side of the bridle .  undo the throatlatch .  undo the cavesson , or nose band . take hold of the reins , as well as the bridle between the horses ears and pull it gently over the ears , letting the horse drop the bit from its mouth so you dont bang his teeth .  put the bridle and reins over your shoulder , and place a halter on your horse . once he is tied safely , stand on the left side of the horse , lift up the saddle flap and unbuckle the girth . place your arms under the front and back of the saddle and saddle pad , if the horse is wearing one and lift the saddle off the horses back . hang up all your tack .",how to untack a horse,"some people prefer to put a halter on over the bridle . others prefer to hook the halter around the horses neck . others prefer to remove the bridle without tying up the horse its recommended not to do that unless the horse is to be cross - tied in his stall , or in an aisle with others present . if the horse attempts to move , it is possible to hold the reins here in order to keep the horse still . , , if you tied the halter around the horses neck , now would be the time to remove the halter from his neck and place it properly on his head . do not let the girth fall down and hit the horses legs , instead lower it gently . scoop the girth up , lie it across the saddle and place the saddle somewhere safe . "
82,learn the best knots for tying up a horse ahead of time . learn to tie a quick - release knot . learn another quick - release knot . learn to tie a bowline knot . use caution when tying knots .,how to tie up a horse 1,"the most common knots used to tie a horse are quick - release knots , of which there are several varieties , and the bowline knot . quick - release knots are easy to tie , and while they will tighten up if the horse pulls against the rope , are still easy to release with a quick tug of the trailing rope . the bowline is a bit less convenient to tie and untie , but will not tighten up if the horse pulls on it . also , some horses are quite adept at untying quick release knots . if you are going to leave your tied horse unsupervised or know that he has untied a quick release in the past , the bowline is the safer option . practice tying these knots ahead of time , before you use them with an actual horse . this quick - release knot should not tighten if your horse pulls against it , and is very easy to untie . first make a fold in the rope called a ‘bight and fold it over the pole you are tying to , or through a ring . then make another bight in the part of the rope that leads to the horse called the standing end . pull the second bight through the first bight . then with your other hand , make a bight in the loose end of the rope , and pull this through the second bight . to tighten the knot , pull on the standing end . to release the knot , simply tug on the loose end . this quick - release knot is easy to tie and untie , and can be finished off in a daisy - chain fashion to take up extra rope , and prevent your horse pulling or tripping on the loose end . first loop the rope over a pole , or through a ring . then twist the loose end of the rope to form a loop . hold the loop in your left hand , and with your right hand , wrap the loose end over the standing end . fold the loose end over into a bight , and pull the bight through the loop in your left hand . pull on the standing end to tighten the knot . pull on the loose end to release the rope . to create an extra - secure knot that is harder for your horse to untie , create another bight in the loose end of the rope , and feed it through the last loop . repeat this daisy - chain process as many times as needed to use up the loose end of the rope . this is a secure knot that will not tighten if the horse pulls on it . you can untie it quickly , but your horse cannot . first take the standing end of the rope in your left hand and wrap the loose end over the pole . then twist a loop in the standing end , and feed the loose end through the loop . then wrap the loose end back over the standing end , and through the loop again going the other way . pull firmly on both the loose and standing ends to snug the knot . never wrap a rope around your hand or finger , or put your hand inside or through any loop or bight while tying up a horse . if the horse were to jerk quickly , the loop could tighten on your hand and cause serious injury . be careful to avoid doing this while you practice tying knots to avoid learning unsafe knot - tying habits ."
83,"note that saddling normally mainly takes place on the left side of the horse .  have the saddle pad and saddle ready . place the saddle pad on the horses back . check from the front of the horse that the saddle pad is even on both sides of the horse . before putting the saddle on the horse , hook the stirrup on the opposite side of where you are standing up over the saddle horn so it doesnt get caught under the saddle when you put it on the horse . lay the saddle on top of the saddle pad evenly . put the stirrups and cinch down to hang at the horses sides . make the horse put its front leg , on the side you are cinching the saddle on , forward to avoid pinching the skin when you tighten the cinch . if your saddle has a back cinch , tighten the front cinch first and then tighten the back one . check and make sure the girth is not pinching the horse anywhere .",how to put a saddle on 2,"whether it be on a saddle stand or a nearby fence , have it ready to be put straight on the horse so you do not have to make the horse wait any longer than necessary . make sure the top of the saddle pad is covering the horses withers . a rule of thumb is to put the saddle pad a little more forward than it really should be so that when you put the saddle on top of the pad , the pad can slide back a little . you dont want more saddle pad on one side than the other , same goes for the girth if that is on the opposite side of where you are standing . western saddles are generally heavier than english saddles so you may need to swing the saddle to get enough momentum and get the saddle on the horses back . set the saddle on the horses back gently . the front of the saddle should be about 2 12 inches away from the front of the saddle pad . make sure that the saddle in even on both sides of the horse and not lopsided . do not tighten the girth too quickly because this tends to lead to a horse learning how to bloat himself to make the girth loose when being saddled ."
84,tie your horse by its halter . choose a safe place to secure your horse . tie your horse up away from other horses . secure the horse at eye - level or higher . leave the right amount of slack . shelter a horse that will be tied for a long time . keep a knife handy for cutting rope in emergency situations . use caution around tied horses . untie the horse before removing its halter .,how to tie up a horse 2,"you should only tie a horse up with a rope connected to a well - fitting halter . tying a horse up by the bridle , either directly to the bit or to the reigns , can cause the horse pain and serious injury . only tie your horse to a solid object that the horse cannot break or pull over . horses are very strong and can pull with tremendous strength when frightened . if you tie your horse to a fence or railing , inspect the poles or rails and be sure to choose one that is not damaged or corroded . make sure the area in the immediate vicinity of the horse is clear of dangerous objects the horse might step on or run into . if you must tie your horse to something the horse ‘could break , tie a loop of string around the object and then tie the horses rope to the string , instead of the object itself . if the horse does decide to make a break for it , this will minimize property damage . make sure to tie your horse up far enough away from other horses that they cannot fight . it is best not to tie your horse up around other horses at all , until it is used to being tied . do not tie the horse to an object on or near the ground . the horse could step on the rope , trip on it , or get tangled up on it , and potentially suffer serious injury . you can tie a horse to something higher than his head . leave about 2 to 3 feet 0 . 6 to 0 . 9 m of rope between the horse and the object it is tied to . this is enough rope to allow the horse to comfortably move his head . leaving more rope can lead to injury . if your horse will be tied up for a number of hours , be sure that there is food and water available , and that the horse is sheltered from the elements . tying your horse to a sturdy fence post under the shade of a tree might be an option , or to a sturdy post or gate inside a barn . check on the horse frequently , especially if it is new to being tied up . it is always a good idea to carry a knife , in case the horse manages to pull the knot tight and you need to release it in a hurry . cut through the rope between the post or ring and the knot . be sure to hold the knife so the blade is facing away from both you and your horse , so that no one is injured if the rope abruptly gives way . never step over or under a tie rope , and remain well out of kicking range when walking behind the horse . speak to your horse softly before approaching it , to avoid startling it , and keep your hands on the horse as you walk alongside it . untie the horse and turn the horse to where you want it to go before you remove the halter . quick - release knots should be very easy to untie . for the bowline , simply untie the knot using both hands ."
85,make sure the harness isnt too tight . use leashes just for the yard . dont walk your guinea pig .,how to walk a guinea pig on a leash 1,"if you put on a harness , make sure it is loose enough . you should be able to put a finger or two between the harness and the guinea pig . if its too tight , it could harm the guinea pigs back over time and chaff under his armpits . it may not be a good idea to put a harness on at all . some owners have had trouble with harnesses harming guinea pigs backs after theyve worn it several times . if you insist on using a leash , make sure you just do it in the yard . that is , you can use a leash to keep your guinea pig from wandering too far . however , you need to supervise the guinea pig the whole time . a leash isnt license to leave your guinea pig alone outside . also , dont tug on the leash . just let your guinea pig roam about . make sure the leash is always loose , and your guinea pig doesnt get tangled in it . while you can put your guinea pig in a harness , its not a good idea to walk it on a leash . the tugging sensation can harm the guinea pigs delicate spine very easily . in addition , most guinea pigs wont take to walking , meaning they cant be trained to walk beside you on a leash . in addition , guinea pigs can easily slip out of harnesses , so they can escape before you can catch them . therefore , trying to walk a guinea pig in a street isnt a good idea . it could get away from you and be harmed ."
